lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
20,2,104.0,11,24,4,3,0,0,0,1
54,0,99.9,6,20,4,0,1,0,0,0
45,1,126.0,11,25,4,2,1,0,3,1
0,1,89.0,4,16,4,1,0,3,0,1
41,2,161.1,7,19,4,2,0,1,0,1
274,2,107.0,8,9,4,3,0,0,0,0
16,0,95.0,10,8,0,1,2,0,0,1
18,0,75.0,1,26,4,5,0,0,0,1
58,0,73.95,2,6,4,2,2,0,0,0
247,0,93.0,6,6,3,1,1,1,0,1
32,1,107.1,11,14,4,4,1,0,3,0
6,0,109.65,11,10,2,1,0,0,0,1
100,1,90.3,3,26,4,1,2,0,0,1
11,1,111.35,5,29,4,3,2,0,0,1
2,1,78.2,11,6,3,5,2,0,3,1
202,1,120.0,10,15,4,1,2,0,3,0
8,1,126.0,9,20,4,1,2,0,0,1
56,0,118.95,9,5,4,5,1,0,0,1
62,1,207.9,9,24,4,4,2,0,5,1
32,1,80.3,2,5,4,3,2,0,0,1
3,0,79.2,8,17,2,5,1,0,0,0
55,0,62.67,12,31,3,3,0,0,0,1
22,3,109.25,9,17,4,3,1,0,0,1
27,2,104.0,12,7,4,3,0,0,0,1
1,0,176.0,9,22,3,3,1,0,0,1
68,0,51.09,2,6,4,2,2,3,0,1
115,2,151.2,10,9,4,1,2,0,3,0
1,0,211.0,3,23,4,3,0,0,5,0
168,2,127.0,10,1,4,1,1,0,0,0
86,0,65.0,6,26,2,0,1,0,0,1
36,2,125.1,3,23,4,4,2,0,3,0
178,0,106.0,8,22,2,3,1,0,4,0
41,0,74.88,10,27,4,4,0,0,0,1
6,1,80.0,3,2,4,2,0,3,0,1
147,1,126.9,9,12,4,3,1,0,0,1
221,0,77.5,10,17,3,1,2,0,0,1
17,0,133.5,4,6,4,4,0,0,3,0
71,1,0.0,11,12,1,1,1,0,0,1
24,1,137.83,11,7,4,2,1,3,0,1
292,1,163.63,10,23,4,4,2,0,1,0
101,1,90.3,4,6,4,3,0,0,0,1
61,0,63.58,3,19,3,2,2,0,0,1
42,0,71.6,2,12,4,2,1,0,0,1
149,0,80.75,9,2,3,2,1,0,0,1
24,1,100.0,2,24,4,4,0,0,0,0
161,3,80.1,10,25,4,2,0,3,0,1
58,0,118.8,4,22,4,2,0,0,3,0
19,0,167.0,4,27,4,1,0,0,3,0
190,2,177.3,7,18,4,1,1,0,5,0
155,3,132.3,10,3,4,3,1,0,3,1
17,0,105.0,9,1,4,3,0,0,0,1
156,1,97.75,8,9,4,4,0,3,0,1
113,0,116.1,6,9,4,3,0,3,0,1
32,0,152.98,10,2,4,3,2,1,3,1
0,0,77.0,12,28,2,1,0,0,0,1
14,0,70.88,12,5,4,3,1,0,3,1
92,1,90.0,5,4,3,4,0,0,0,0
6,1,88.4,12,5,4,3,1,0,0,1
6,2,117.67,9,3,4,3,0,0,0,1
92,2,76.5,7,1,4,4,2,0,0,1
41,2,103.5,10,19,4,2,1,0,0,1
3,0,153.0,8,13,4,1,0,3,5,1
146,1,81.25,8,5,3,1,0,0,0,1
3,0,88.0,11,28,2,0,1,0,0,1
197,1,116.1,9,15,4,3,0,3,0,0
26,0,163.67,6,8,4,3,0,0,3,0
64,4,105.6,10,31,4,2,1,0,3,1
1,1,71.69,12,24,4,1,1,0,0,1
95,1,93.08,4,5,4,4,0,0,3,1
305,2,79.5,12,29,4,3,0,3,0,0
15,4,0.0,8,28,1,1,0,0,1,1
1,1,108.0,11,18,4,1,0,3,0,1
155,2,121.55,6,28,4,5,2,0,3,0
36,2,214.76,8,7,4,0,1,0,6,1
93,0,125.33,10,22,4,2,2,0,3,0
11,2,73.6,2,12,3,2,1,0,3,1
41,1,249.63,10,15,4,5,2,0,6,1
157,2,106.2,3,24,4,3,1,0,0,0
6,0,89.0,6,13,4,0,1,3,0,1
2,2,98.0,8,7,4,0,1,3,0,1
8,0,78.3,1,16,4,5,2,0,0,1
155,2,85.5,8,26,4,2,1,3,0,1
132,1,107.0,4,6,4,2,0,0,0,0
2,0,65.0,9,27,2,0,2,0,0,0
65,1,80.75,10,23,3,1,2,0,0,1
69,0,92.65,12,22,3,2,0,0,0,1
12,2,119.0,8,1,4,2,1,3,0,1
14,2,149.67,9,11,4,1,2,0,3,1
165,0,137.34,8,13,4,5,2,0,0,0
69,0,111.9,6,27,4,2,1,0,0,0
20,2,124.0,9,22,4,3,0,0,0,1
67,0,159.3,5,7,4,1,0,0,0,0
3,0,106.0,2,16,4,4,0,0,3,0
135,1,92.28,6,14,4,4,0,0,0,0
0,1,109.0,6,8,4,2,0,3,0,1
21,1,151.33,10,23,4,2,1,0,3,1
2,1,198.28,10,19,4,3,0,0,5,1
51,0,71.22,3,13,4,7,4,0,3,1
5,1,139.0,7,14,4,3,1,3,0,1
206,1,102.85,10,6,4,5,2,0,0,0
190,0,119.85,9,26,4,3,1,0,0,0
196,1,87.67,9,17,4,3,2,0,0,1
72,0,84.0,9,18,3,1,0,1,0,1
57,1,157.14,6,2,4,2,0,1,3,0
3,1,215.6,10,7,4,2,2,0,6,1
87,0,176.85,8,15,4,0,1,1,0,0
4,3,191.0,4,11,4,2,1,0,5,1
142,0,114.3,5,6,4,2,1,0,3,1
82,0,80.75,5,17,3,2,0,0,0,1
28,0,130.33,12,31,4,3,0,0,3,0
0,0,120.0,10,29,4,1,0,0,0,1
3,1,63.5,8,10,3,2,1,0,0,1
14,1,109.0,11,2,4,1,0,3,0,1
210,0,0.0,10,8,4,3,1,1,0,1
3,2,156.33,12,1,4,3,0,0,3,1
16,0,130.33,3,3,4,3,0,0,3,0
65,1,82.13,11,19,4,1,2,3,0,0
124,0,74.8,12,7,4,4,1,3,0,0
10,1,130.75,10,22,4,3,1,0,0,1
214,1,96.3,8,11,4,3,0,0,0,0
64,1,131.4,12,30,4,1,0,0,3,1
87,0,49.07,11,20,3,2,1,0,0,1
57,1,89.1,10,30,4,0,2,3,0,1
52,0,60.0,11,19,3,3,0,0,3,1
46,2,135.9,8,14,4,1,2,0,0,1
111,2,105.0,5,29,3,3,2,0,0,1
47,1,129.99,8,20,4,4,2,0,0,1
118,1,105.3,5,9,4,2,1,0,0,1
6,0,49.59,11,28,4,3,1,3,0,1
59,1,120.96,9,2,4,3,2,0,3,0
47,1,89.3,2,20,4,1,2,0,3,1
0,0,0.0,8,11,1,1,0,0,0,1
75,1,85.5,4,11,4,2,1,3,0,0
13,0,161.0,11,8,2,2,0,0,0,1
49,0,69.5,3,5,4,1,2,3,0,1
21,1,140.0,8,30,4,1,0,0,0,1
16,0,87.0,2,26,3,2,0,0,0,1
41,2,145.2,10,15,4,1,2,0,3,1
59,2,101.27,3,29,4,5,2,0,3,1
42,1,131.4,3,22,4,1,0,0,3,1
46,1,80.3,1,22,4,2,0,0,0,1
37,1,84.45,1,12,4,2,0,0,3,1
10,1,146.0,4,23,4,1,1,0,3,0
179,2,96.3,7,2,4,1,2,0,0,1
1,1,73.92,4,15,4,1,0,0,0,1
6,0,157.0,4,15,4,2,1,0,3,1
69,0,72.25,4,10,3,0,1,3,0,1
163,1,118.8,7,22,4,2,0,0,3,0
2,0,0.0,10,9,4,2,2,0,0,1
185,1,122.4,10,5,4,2,0,0,3,0
147,0,122.04,8,13,4,5,2,0,0,0
5,0,65.0,11,14,2,0,1,0,0,1
3,0,60.83,2,13,4,1,1,3,0,1
68,1,99.45,3,20,4,3,2,0,3,1
31,0,126.9,3,23,4,1,0,0,0,0
22,1,148.0,9,26,4,1,1,0,0,1
1,1,67.76,4,22,4,2,0,0,0,1
120,0,143.1,9,20,4,5,1,0,3,0
13,0,63.58,3,13,3,3,2,0,0,1
127,1,85.5,6,29,4,3,0,3,0,1
87,0,77.29,6,26,3,1,2,0,0,1
81,0,90.95,4,8,4,3,2,0,0,0
7,2,151.0,8,4,4,3,0,0,0,1
10,2,78.5,1,17,4,5,2,3,0,1
95,2,108.0,10,2,4,1,2,3,0,1
9,1,91.0,2,22,4,2,1,0,0,1
74,3,89.25,9,15,4,2,0,0,0,1
2,0,65.0,10,2,3,2,1,0,0,1
16,1,86.0,2,21,4,0,1,0,0,1
29,0,71.3,3,23,3,5,2,1,0,1
7,1,77.77,6,13,4,1,1,0,0,1
242,1,95.13,10,28,4,2,2,0,3,1
45,0,75.0,10,30,3,3,2,0,0,1
0,1,85.0,9,4,3,4,2,0,0,1
44,0,91.58,2,18,3,3,1,1,0,1
58,0,60.0,2,3,3,4,1,0,0,1
17,2,114.5,9,17,4,2,0,0,0,1
186,0,80.0,4,22,3,1,0,0,0,1
104,1,71.9,12,23,4,5,2,0,0,1
68,0,79.2,12,22,4,2,0,3,0,0
13,0,260.5,4,25,4,3,1,1,5,0
15,1,95.0,6,14,4,1,0,0,0,1
107,1,119.7,8,21,4,1,2,0,0,1
113,0,114.9,12,27,4,3,0,0,3,0
76,0,130.0,5,17,2,2,0,0,0,1
217,2,90.1,5,25,4,4,0,0,0,0
42,1,76.05,3,22,3,3,0,0,0,1
173,0,300.0,7,25,3,2,1,1,0,0
104,1,82.45,4,3,4,2,2,0,0,1
8,0,101.0,4,24,4,0,1,0,0,0
166,1,127.8,8,12,4,2,1,0,3,0
63,0,105.0,11,23,3,4,0,1,0,1
57,0,152.1,8,15,4,3,1,0,0,1
53,1,125.1,9,26,4,0,1,3,0,0
54,2,148.5,6,17,4,3,2,0,3,1
42,0,73.56,2,18,4,3,2,0,0,0
42,1,86.4,10,6,4,1,0,0,0,0
21,1,0.0,2,15,4,0,0,0,5,1
5,2,155.0,8,22,4,4,1,0,3,1
48,1,125.1,9,27,4,1,0,3,0,1
94,0,105.3,4,14,4,3,0,0,3,0
154,1,118.8,10,6,4,2,0,0,0,0
1,0,85.0,12,10,2,1,0,0,0,1
73,2,150.3,7,4,4,3,1,0,3,1
107,0,152.1,9,15,4,3,1,0,0,0
210,0,86.0,10,8,4,3,1,1,0,0
157,0,133.6,10,7,3,1,0,0,3,0
12,0,55.72,2,6,4,2,2,3,0,1
1,1,95.0,10,28,3,1,0,0,0,1
0,0,75.0,3,8,2,2,0,0,3,0
2,0,72.1,2,26,3,2,0,0,0,1
27,0,87.0,3,6,3,3,2,0,0,1
3,1,105.5,11,5,4,3,0,0,1,1
159,1,143.55,10,1,4,3,2,1,0,0
14,1,147.0,5,29,4,0,1,0,3,1
2,0,71.0,2,10,2,1,0,0,0,1
6,1,85.0,3,20,3,0,1,0,0,1
80,1,96.3,4,8,4,2,0,0,0,1
91,2,136.35,6,15,4,4,0,0,0,1
67,0,75.65,4,1,3,2,1,3,0,1
49,2,74.8,12,1,4,3,1,3,0,1
193,1,108.45,8,12,4,2,2,0,0,0
0,2,77.25,11,28,4,1,0,0,1,1
22,1,155.77,9,8,4,6,2,0,6,1
77,0,90.95,4,13,4,4,0,0,0,1
11,1,90.0,8,18,4,2,0,0,0,1
6,0,77.0,12,3,3,2,0,0,0,1
56,0,103.86,11,3,4,3,0,0,0,1
36,2,168.3,7,14,4,2,0,0,3,1
18,1,78.54,10,31,4,1,2,0,1,1
201,2,119.85,9,8,4,3,1,0,0,0
4,0,90.0,3,11,2,1,0,0,0,1
22,0,141.0,6,15,4,2,0,0,0,0
3,2,109.1,10,26,4,4,0,3,0,1
10,0,127.0,3,17,4,2,0,0,0,0
41,1,149.4,9,18,4,1,2,0,3,0
189,1,99.45,7,17,4,3,2,0,3,1
164,0,105.3,7,29,4,1,0,0,0,0
61,1,126.9,5,14,4,1,0,0,0,1
29,0,87.0,3,2,3,4,1,0,0,1
65,1,214.76,8,8,4,2,1,0,6,1
68,0,183.6,8,19,4,2,1,1,3,0
4,1,139.0,8,28,4,0,1,0,0,1
1,1,147.67,7,9,4,1,2,0,0,1
69,0,82.45,3,13,4,3,2,0,3,1
194,1,132.18,8,19,4,2,2,0,3,0
59,0,80.75,10,9,3,1,2,0,0,1
29,1,150.61,9,30,4,2,2,0,5,1
27,1,91.8,12,27,3,1,2,1,0,1
66,1,135.0,10,6,4,3,0,0,0,0
43,0,66.43,2,23,4,5,0,0,1,0
22,2,177.0,5,21,4,1,0,0,3,1
16,4,106.0,10,29,4,3,2,3,0,1
7,0,79.2,11,12,4,1,1,3,0,1
1,0,65.0,9,30,2,1,0,0,0,1
189,3,96.3,10,28,4,2,1,0,0,1
75,0,78.15,3,21,4,1,1,0,1,1
6,0,166.0,8,4,4,3,0,0,3,0
13,0,137.0,7,8,4,1,0,3,0,0
110,0,105.3,5,9,4,1,1,0,0,0
26,1,103.76,10,3,4,3,1,3,0,1
6,0,148.0,8,7,4,2,2,3,0,1
120,0,89.74,4,7,4,5,2,0,0,1
38,1,120.7,12,21,4,4,1,0,0,1
53,1,108.0,11,2,4,3,0,0,0,0
85,2,104.4,10,25,4,4,0,0,3,1
0,0,73.64,12,5,4,1,1,0,1,1
70,1,114.0,11,21,4,1,1,0,3,0
5,1,81.73,1,24,4,1,2,0,3,1
13,0,73.2,2,14,3,3,2,0,0,1
97,2,134.1,8,6,4,1,1,0,0,1
0,2,179.0,9,15,4,1,0,0,0,1
144,0,162.0,9,15,4,3,0,0,3,0
105,1,76.5,8,10,4,2,1,0,0,1
90,1,117.9,8,12,4,2,2,0,0,1
23,2,137.67,4,29,4,2,1,0,0,1
55,2,142.2,10,18,4,2,0,0,0,1
0,0,95.0,5,9,2,2,1,0,0,1
87,2,137.7,7,17,4,0,1,0,3,1
25,1,160.0,8,3,4,2,0,0,0,1
84,1,76.5,8,6,4,3,0,0,0,0
80,0,168.3,9,12,4,2,1,0,3,0
5,2,92.31,8,17,4,10,3,0,0,0
40,0,98.0,10,5,3,1,1,0,0,1
84,0,73.95,3,12,3,5,2,0,0,1
86,1,126.9,6,17,4,3,2,0,0,1
0,1,79.0,1,29,4,2,0,3,0,1
50,2,147.3,6,7,4,3,0,0,3,1
37,1,99.0,9,2,4,1,0,3,0,0
21,0,85.0,10,4,3,3,0,0,0,1
119,0,90.9,4,15,4,2,0,0,0,0
30,1,118.2,10,23,4,2,1,0,3,1
31,3,157.5,10,7,4,1,0,0,3,1
151,2,76.5,8,21,4,3,2,0,0,1
32,1,0.0,11,7,1,0,1,3,3,1
12,0,95.0,10,12,2,3,1,0,0,1
49,1,192.6,9,19,4,3,1,1,3,0
29,0,104.0,12,23,4,2,1,0,0,1
67,0,135.0,10,19,4,3,0,0,0,0
119,1,71.0,4,4,3,3,1,0,0,1
1,0,145.0,10,15,4,1,0,0,3,1
24,0,59.5,2,25,3,3,1,0,0,1
101,0,62.0,1,1,3,3,2,0,3,1
43,1,130.0,11,11,4,2,0,0,0,1
159,1,130.5,8,7,4,1,2,0,0,0
55,2,131.4,3,22,4,3,0,0,3,1
0,0,124.0,8,11,4,2,0,0,0,1
15,1,93.0,2,24,4,4,0,0,0,1
177,0,77.03,7,18,4,2,1,0,0,0
107,0,79.2,11,25,4,1,0,3,0,0
120,0,140.7,7,28,4,3,0,0,3,1
56,0,165.33,4,18,4,3,1,0,5,0
132,1,124.8,7,29,4,2,1,0,3,1
72,1,78.2,3,16,4,4,0,0,0,0
67,1,104.0,11,18,4,2,0,0,0,1
0,0,0.0,12,10,1,1,0,0,0,1
167,1,72.25,8,4,3,3,2,0,0,1
86,0,182.53,9,25,3,3,2,1,3,1
166,0,99.45,8,5,4,2,2,0,0,0
26,0,232.33,9,19,4,2,1,0,5,0
102,1,132.6,5,15,4,13,6,0,3,0
6,0,116.0,3,3,4,3,0,0,3,0
137,1,79.72,5,22,4,3,2,0,0,1
53,0,75.0,11,18,3,2,0,0,0,1
3,1,81.3,12,27,4,1,2,0,0,1
10,0,82.95,11,2,4,4,1,0,0,1
4,1,149.0,9,6,4,5,0,3,0,1
71,1,90.95,3,18,4,2,2,0,0,1
151,1,90.9,10,25,4,4,0,0,0,1
92,2,148.7,7,18,4,6,3,0,3,1
105,0,72.25,8,26,3,4,2,0,0,0
176,0,90.95,7,12,4,4,0,0,0,0
14,0,161.0,3,31,4,3,2,0,3,1
111,0,87.0,2,14,4,3,2,0,0,1
1,1,95.0,11,5,4,2,0,3,0,1
4,0,67.0,8,30,2,1,0,0,0,1
24,0,58.0,12,27,3,1,2,0,0,1
46,0,60.0,1,22,3,2,1,0,0,1
32,1,94.94,9,2,4,2,1,0,3,1
92,1,96.9,12,22,4,3,2,0,3,1
8,0,54.75,9,9,3,4,0,0,0,1
221,1,90.95,8,14,4,5,4,0,0,1
60,1,123.98,9,5,4,3,1,0,3,0
54,0,148.33,2,28,4,2,2,0,5,0
86,0,96.9,7,10,3,2,2,0,0,1
10,0,148.5,3,26,4,2,2,0,3,0
23,1,79.0,2,21,4,1,2,3,0,0
138,1,130.5,7,14,4,2,0,0,0,1
3,0,65.0,9,18,2,2,2,0,0,1
153,2,118.8,10,17,4,3,1,0,0,0
8,1,184.0,9,21,4,2,0,0,3,1
207,0,183.0,12,30,3,2,1,1,0,1
17,0,80.0,3,17,3,3,0,0,0,1
48,1,126.0,9,4,4,0,2,0,1,1
62,1,109.8,9,1,4,3,0,0,0,1
97,0,80.75,5,29,3,3,2,0,0,1
18,1,169.0,6,30,4,3,0,0,0,1
9,0,90.0,9,25,3,0,1,0,0,0
135,1,90.0,6,28,4,2,0,3,0,1
35,1,138.38,3,22,4,4,0,0,3,1
18,0,169.0,1,15,4,3,2,0,5,1
8,1,0.0,6,19,1,0,1,1,6,1
35,1,200.0,9,26,4,1,1,0,0,1
10,2,153.0,8,21,4,2,1,0,5,1
99,0,90.95,4,25,4,3,1,0,0,0
28,0,98.2,9,5,4,3,1,0,0,1
21,0,60.0,12,18,4,2,2,3,0,1
17,1,95.0,6,23,4,1,0,0,0,0
4,1,141.0,5,14,4,1,0,0,0,1
70,0,87.3,4,2,4,1,2,0,0,0
128,2,116.32,7,11,4,2,1,0,0,1
3,2,89.0,4,19,4,1,0,3,0,1
1,2,92.0,8,31,4,4,1,0,0,1
78,0,69.7,3,22,3,2,0,0,3,1
141,2,137.7,7,16,4,1,1,0,4,1
5,0,95.0,4,11,0,3,1,0,0,1
65,1,137.7,4,11,4,2,1,0,3,1
27,0,85.0,5,4,3,1,0,0,0,1
327,1,88.0,9,9,3,4,2,1,0,1
41,1,135.9,9,25,4,0,2,0,0,0
59,0,126.0,12,11,4,1,2,0,3,0
62,2,68.72,10,19,4,4,1,0,0,1
32,1,86.15,2,19,4,2,2,0,0,1
5,2,149.0,9,19,4,0,1,3,0,1
2,0,75.0,1,6,2,1,0,0,0,1
144,1,151.2,10,4,4,5,0,0,3,0
0,1,0.0,3,21,1,1,1,0,6,1
174,3,90.9,11,1,4,3,0,0,0,1
161,3,94.0,11,28,4,4,1,0,0,1
98,0,80.75,9,16,3,2,1,0,0,1
58,1,94.5,6,22,4,2,0,0,0,1
6,0,81.0,2,20,4,1,1,3,0,1
13,2,109.0,2,13,4,1,2,0,0,1
1,0,71.0,2,25,4,3,0,0,1,1
0,0,101.0,3,1,4,1,0,0,0,1
27,1,171.44,12,7,4,4,0,0,3,1
21,0,151.0,8,15,4,2,1,0,0,0
77,0,72.25,4,2,4,2,2,0,0,1
2,1,134.75,10,4,4,2,0,0,3,1
183,2,123.3,10,26,4,4,0,0,3,0
20,0,110.0,5,26,0,1,0,0,3,1
2,0,120.0,9,29,2,1,0,0,0,1
16,1,97.02,9,30,4,1,0,0,0,1
64,1,143.5,9,4,4,0,1,0,0,0
29,2,139.0,10,21,4,2,0,0,0,1
5,0,90.0,8,10,4,4,1,0,0,0
112,1,104.5,7,18,4,1,1,0,0,1
10,0,169.0,7,24,4,0,1,0,0,0
31,0,162.35,6,20,4,1,1,0,5,0
103,0,55.96,8,22,4,5,2,0,0,1
69,1,135.9,8,15,4,5,1,0,0,1
99,2,166.4,8,8,4,2,1,0,3,0
91,0,60.5,12,30,3,4,0,3,0,1
0,0,79.0,2,3,4,1,0,0,0,1
20,0,113.0,2,27,4,1,1,0,3,1
30,1,78.6,1,31,4,0,2,0,3,1
8,0,79.0,2,11,4,1,0,0,0,1
152,1,94.5,7,27,4,2,0,3,0,1
110,1,70.0,12,9,3,4,0,0,0,1
5,0,131.0,4,21,4,2,0,0,3,0
0,0,6.0,1,7,4,1,0,0,1,1
4,2,87.3,1,8,4,1,0,0,0,1
230,1,95.75,7,26,4,3,0,0,1,0
58,0,127.0,12,30,4,2,0,0,3,1
42,1,80.3,2,21,4,0,1,0,0,1
76,0,142.2,7,10,4,2,2,0,3,1
74,1,134.31,12,25,4,1,2,0,6,1
103,0,116.38,6,28,4,11,4,0,0,0
10,0,107.0,3,7,2,3,1,0,4,1
1,2,129.0,3,21,4,3,1,0,0,1
10,2,97.0,11,13,4,2,2,0,0,1
46,1,102.0,9,5,4,2,1,0,0,1
156,1,115.25,8,14,4,3,2,0,0,0
5,1,165.75,11,6,4,2,2,0,0,0
2,0,136.0,4,23,4,1,2,0,3,0
7,0,87.0,2,12,3,2,1,0,0,1
123,0,76.5,7,13,4,3,1,0,0,0
29,1,64.67,12,1,4,3,1,0,0,1
25,2,156.0,4,30,4,1,0,0,3,1
29,0,151.0,8,20,4,1,0,0,0,1
46,1,87.0,12,23,4,2,0,0,0,1
116,1,96.05,9,18,4,2,1,1,0,0
3,0,65.0,11,23,2,1,1,0,0,1
163,1,73.37,4,9,4,5,2,0,0,1
26,0,65.0,7,11,2,0,1,0,0,1
24,0,70.0,11,18,3,2,0,3,0,1
1,0,95.0,4,6,0,2,0,0,0,1
35,0,70.0,10,30,3,2,1,0,3,1
46,1,112.67,10,25,4,3,0,3,0,0
0,0,195.0,8,10,4,1,0,0,3,1
0,1,0.0,10,2,1,1,0,0,4,1
30,0,77.5,3,4,4,2,0,0,0,1
15,0,69.0,12,1,4,2,0,0,0,1
3,0,65.0,5,30,2,1,1,0,0,1
35,0,71.1,3,10,4,1,0,0,0,0
102,0,72.25,7,8,3,2,2,0,0,1
1,0,100.0,6,2,2,2,0,0,0,1
6,0,96.4,8,21,4,3,2,0,0,1
12,1,95.0,11,18,4,2,0,3,0,1
64,2,149.0,11,17,4,3,0,0,3,1
182,2,112.2,8,10,4,7,2,0,3,0
27,0,94.35,6,12,4,0,2,0,0,0
15,1,104.5,12,4,4,2,2,0,0,1
130,1,94.5,5,22,4,1,2,3,0,1
253,2,73.95,12,13,4,5,1,0,0,1
17,0,100.38,12,8,4,3,1,0,0,1
95,2,67.5,12,18,4,3,2,0,0,1
50,0,126.9,5,21,4,1,0,0,0,0
11,2,78.94,9,8,3,4,0,0,1,1
0,0,106.28,9,15,4,1,0,3,0,1
138,1,105.9,5,31,4,3,0,0,0,1
8,1,127.0,8,28,4,0,2,3,0,1
97,0,78.3,3,12,4,1,1,0,0,0
17,2,107.09,12,2,4,3,2,0,3,1
199,1,106.2,4,29,4,2,1,0,0,0
0,0,0.0,7,4,1,1,1,0,0,1
33,1,104.4,9,2,4,1,0,0,0,1
21,1,174.0,11,18,4,2,0,0,5,0
140,0,86.05,8,9,3,5,0,0,3,1
19,1,66.57,2,13,4,1,2,0,0,1
2,1,110.0,10,6,2,1,0,0,3,1
134,2,76.5,8,13,4,3,0,0,0,1
11,3,159.0,5,22,4,0,2,0,0,1
17,0,46.4,2,27,3,3,2,0,0,1
2,0,74.8,2,6,4,1,0,0,0,1
143,0,64.26,5,2,4,4,1,3,0,1
26,0,87.0,2,28,3,1,2,0,0,1
99,2,269.3,7,22,4,2,1,0,6,0
196,0,105.4,9,12,4,5,2,0,0,0
166,1,103.5,8,6,4,1,2,3,0,0
51,2,109.8,9,4,4,0,1,0,0,1
73,0,88.0,11,26,4,1,0,3,0,0
36,1,107.3,2,27,4,1,1,0,0,1
221,2,90.95,10,22,4,3,2,0,0,1
1,1,128.0,5,31,4,2,0,3,0,1
94,0,80.75,5,2,3,3,1,0,0,1
80,0,96.9,6,27,3,3,1,0,0,1
131,2,136.5,7,10,4,2,2,0,0,1
1,0,112.2,9,30,3,1,0,1,0,1
66,2,138.99,7,15,4,5,2,0,3,1
35,0,128.4,6,27,4,5,1,0,3,0
125,0,72.25,7,20,3,2,0,0,1,0
21,2,109.83,8,20,4,1,2,0,1,1
71,0,87.13,4,22,4,2,2,3,0,0
98,2,121.5,7,16,4,1,1,0,0,1
17,2,110.0,10,27,4,1,0,3,0,1
51,0,63.75,3,9,4,6,2,3,0,0
0,1,123.0,10,22,4,1,0,3,0,1
9,0,95.0,10,20,2,1,0,0,0,1
58,1,95.4,12,9,4,2,0,0,0,1
25,1,107.03,9,22,4,3,0,0,3,1
0,0,85.93,5,12,4,1,0,3,0,1
55,1,113.4,11,11,4,2,0,0,0,0
16,0,90.0,1,18,4,1,1,0,0,1
33,1,89.1,6,27,4,0,1,3,0,1
250,1,128.7,10,24,4,2,1,0,3,0
1,0,99.0,6,14,4,1,0,3,0,1
5,1,84.96,8,17,4,1,0,3,0,1
24,1,109.0,9,10,3,2,2,0,0,1
57,2,130.5,9,6,4,4,0,0,3,1
34,1,119.5,6,12,4,1,2,0,1,1
11,1,81.0,2,12,4,2,1,3,0,1
2,0,12.0,6,2,4,3,0,0,0,1
59,1,81.3,3,17,4,3,0,3,0,1
1,1,181.0,8,2,4,1,0,0,3,1
0,0,89.0,2,27,4,1,0,0,0,1
10,0,72.9,1,15,4,1,0,0,0,1
197,0,96.3,10,29,4,1,2,0,0,0
21,0,88.0,10,25,4,3,0,3,0,0
192,1,99.45,8,18,4,5,2,0,0,0
0,0,62.0,10,30,3,5,2,0,0,1
2,2,169.0,10,11,4,1,0,0,0,1
55,0,109.35,5,30,4,2,1,0,0,0
76,0,207.9,8,13,4,1,0,0,5,0
13,0,45.0,9,4,3,3,2,0,0,1
25,1,66.22,2,16,4,2,0,0,0,1
8,0,185.67,3,25,4,2,1,1,0,0
0,1,111.33,3,22,4,3,0,3,0,1
24,1,139.0,9,16,4,2,0,3,0,1
35,0,73.1,3,2,4,2,0,3,0,0
50,0,196.91,9,3,4,10,4,0,5,0
7,0,101.0,4,3,4,1,2,0,0,0
88,0,0.0,12,4,1,2,0,0,0,1
0,0,114.0,10,18,4,0,1,0,0,1
31,0,126.0,9,27,4,1,0,0,0,1
0,0,116.45,6,16,3,3,2,0,0,1
96,2,118.8,10,21,4,2,2,0,0,1
71,0,80.75,9,20,3,2,0,0,0,1
0,0,91.59,8,16,4,2,0,3,0,1
23,1,91.0,2,21,4,0,1,0,0,0
51,1,108.0,10,5,4,2,0,3,0,1
151,0,95.4,6,2,4,3,0,3,0,0
79,1,88.4,12,7,4,4,0,0,0,1
152,0,90.9,8,26,4,2,1,0,0,0
24,0,166.0,6,27,4,0,1,0,3,0
69,1,90.95,10,17,3,3,1,0,3,1
1,2,101.86,11,18,4,2,2,0,0,1
40,0,90.27,10,21,4,4,0,1,0,1
103,0,134.1,8,29,4,1,1,0,0,0
29,0,132.05,9,9,4,2,0,3,0,0
75,0,123.3,7,11,4,1,1,0,3,0
17,0,89.0,6,23,4,1,0,3,0,0
14,2,126.0,10,19,4,1,1,0,0,1
12,1,118.5,8,31,4,2,0,3,0,1
111,1,93.75,5,9,4,3,1,3,0,1
17,0,125.33,12,28,4,5,1,0,3,1
1,0,0.0,9,5,1,0,0,0,0,1
45,1,94.5,9,3,4,2,0,0,0,1
2,1,97.54,11,22,4,4,0,0,0,1
6,1,95.0,11,25,4,1,0,3,0,1
0,2,0.0,7,29,1,1,0,0,4,1
28,1,116.25,9,5,4,3,1,0,0,1
24,0,53.58,12,18,4,2,1,0,0,1
41,1,88.0,12,2,4,1,0,3,0,1
7,2,126.0,9,19,4,1,1,0,0,1
28,0,166.0,6,28,4,2,0,0,3,0
183,0,110.0,9,8,4,3,0,0,0,0
66,1,184.52,10,24,4,2,1,0,6,1
106,1,85.7,4,28,4,3,0,0,3,1
